1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-0.8103835,-0.8436801,-1,1,-0.9837662,-1,-1,-1,-0.9493887,-1,-0.993793,-1,0.9420415,0,0,0,-0.6454849,0,-0.2352941,0,0,0,5.4163,26.94967,1.014795,-0.6622512,-0.03206574,-0.03206574,-0.4799194,-0.1502426,-0.1502426,
1,-1,1,0.1058068,1,-0.9861535,-1,-0.9976127,-1,-0.9512986,-1,-0.9856761,-1,0.9322235,0,0.64,0,-0.6494845,0,-0.375,0,0,0,4.692811,4.635347,2.687337,-0.6133508,0.03218946,0.03218946,-0.5338111,-0.09395008,-0.09395008,
1,-1,1,0.1058068,1,-0.9861535,-1,-0.9976127,-1,-0.9512986,-1,-0.9856761,-1,0.9322235,0,0.64,0,-0.6494845,0,-0.375,0,0,0,4.692811,4.635347,2.687337,-0.6133508,0.03218946,0.03218946,-0.5338111,-0.09395008,-0.09395008,
1,-1,1,0.1058068,1,-0.9861535,-1,-0.9976127,-1,-0.9512986,-1,-0.9856761,-1,0.9322235,0,0.64,0,-0.6494845,0,-0.375,0,0,0,4.692811,4.635347,2.687337,-0.6133508,0.03218946,0.03218946,-0.5338111,-0.09395008,-0.09395008,
1,-1,1,0.1058068,1,-0.9861535,-1,-0.9976127,-1,-0.9512986,-1,-0.9856761,-1,0.9322235,0,0.64,0,-0.6494845,0,-0.375,0,0,0,4.692811,4.635347,2.687337,-0.6133508,0.03218946,0.03218946,-0.5338111,-0.09395008,-0.09395008,
1,-1,1,0.1058068,1,-0.9861535,-1,-0.9976127,-1,-0.9512986,-1,-0.9856761,-1,0.9322235,0,0.64,0,-0.6494845,0,-0.375,0,0,0,4.692811,4.635347,2.687337,-0.6133508,0.03218946,0.03218946,-0.5338111,-0.09395008,-0.09395008,
